"activity" "subject" "tbodyaccmeanx" "tbodyaccmeany" "tbodyaccmeanz" "tbodyaccstdx" "tbodyaccstdy" "tbodyaccstdz" "tgravityaccmeanx" "tgravityaccmeany" "tgravityaccmeanz" "tgravityaccstdx" "tgravityaccstdy" "tgravityaccstdz" "tbodyaccjerkmeanx" "tbodyaccjerkmeany" "tbodyaccjerkmeanz" "tbodyaccjerkstdx" "tbodyaccjerkstdy" "tbodyaccjerkstdz" "tbodygyromeanx" "tbodygyromeany" "tbodygyromeanz" "tbodygyrostdx" "tbodygyrostdy" "tbodygyrostdz" "tbodygyrojerkmeanx" "tbodygyrojerkmeany" "tbodygyrojerkmeanz" "tbodygyrojerkstdx" "tbodygyrojerkstdy" "tbodygyrojerkstdz" "tbodyaccmagmean" "tbodyaccmagstd" "tgravityaccmagmean" "tgravityaccmagstd" "tbodyaccjerkmagmean" "tbodyaccjerkmagstd" "tbodygyromagmean" "tbodygyromagstd" "tbodygyrojerkmagmean" "tbodygyrojerkmagstd" "fbodyaccmeanx" "fbodyaccmeany" "fbodyaccmeanz" "fbodyaccstdx" "fbodyaccstdy" "fbodyaccstdz" "fbodyaccmeanfreqx" "fbodyaccmeanfreqy" "fbodyaccmeanfreqz" "fbodyaccjerkmeanx" "fbodyaccjerkmeany" "fbodyaccjerkmeanz" "fbodyaccjerkstdx" "fbodyaccjerkstdy" "fbodyaccjerkstdz" "fbodyaccjerkmeanfreqx" "fbodyaccjerkmeanfreqy" "fbodyaccjerkmeanfreqz" "fbodygyromeanx" "fbodygyromeany" "fbodygyromeanz" "fbodygyrostdx" "fbodygyrostdy" "fbodygyrostdz" "fbodygyromeanfreqx" "fbodygyromeanfreqy" "fbodygyromeanfreqz" "fbodyaccmagmean" "fbodyaccmagstd" "fbodyaccmagmeanfreq" "fbodybodyaccjerkmagmean" "fbodybodyaccjerkmagstd" "fbodybodyaccjerkmagmeanfreq" "fbodybodygyromagmean" "fbodybodygyromagstd" "fbodybodygyromagmeanfreq" "fbodybodygyrojerkmagmean" "fbodybodygyrojerkmagstd" "fbodybodygyrojerkmagmeanfreq" "angletbodyaccmeangravity" "angletbodyaccjerkmeangravitymean" "angletbodygyromeangravitymean" "angletbodygyrojerkmeangravitymean" "anglexgravitymean" "angleygravitymean" "anglezgravitymean"
"STANDING" 25 0.275301467772127 -0.0193221769314914 -0.10962903098044 -0.716264537547677 -0.531421035602689 -0.64709556105868 0.672386622127139 0.0471601427530562 0.239226040930391 -0.950017091344743 -0.901088770963325 -0.880682330706602 0.0817657442063814 0.00638633884442543 -0.010346171499489 -0.79682335007335 -0.722502919364303 -0.860669382640587 -0.00298151164792176 -0.083900354157824 0.0993606079900489 -0.683131970775061 -0.752261013276284 -0.74741022 -0.108263884562298 -0.0389884753435208 -0.0555782223647433 -0.768682473178484 -0.902628080757946 -0.831848667286064 -0.583377749713936 -0.659015505611247 -0.583377749713936 -0.659015505611247 -0.783445354474328 -0.780451867848411 -0.625733064258924 -0.68515279467066 -0.849630706259169 -0.872776184449878 -0.748416509682152 -0.600027697242054 -0.738509947579462 -0.705223686579951 -0.529064652290954 -0.630224637674572 -0.306657190525183 -0.108650116189389 -0.0744502098628851 -0.804144642836186 -0.740570312249389 -0.849504849486553 -0.807712525721271 -0.721707668572127 -0.870541516210269 -0.110793009529829 -0.347751351072054 -0.235707422494548 -0.672197763601467 -0.81313379207824 -0.746832213594132 -0.690398481943765 -0.723584437530562 -0.771208929095355 -0.207601176327873 -0.349146931885306 -0.135139739853178 -0.69501971 -0.695367928718826 -0.0426423613907335 -0.779190075892421 -0.783547229755501 0.168222731255721 -0.754236109755501 -0.697213120366748 -0.220820330447482 -0.875970674743276 -0.877714953691932 0.0471482866507579 -0.00122167177865526 0.0470369997647922 -0.0266895304210269 0.0223855658885575 -0.512418782127139 0.0307388427555012 -0.159471155005623
"STANDING" 26 0.2730365808625 -0.0161687277463495 -0.107637894928571 -0.623101031168367 -0.585967142418112 -0.70498062744898 0.615123534668367 0.10870478277551 0.234107010472449 -0.96781789994898 -0.959713562227041 -0.955643363545918 0.0808743261341837 0.00767709978181122 -0.00724891943768878 -0.682815652993112 -0.678386582086227 -0.778349460841837 -0.020659932105102 -0.0827415060904082 0.0917853294044643 -0.766673970339286 -0.800675471045918 -0.703347205619898 -0.0988125627461224 -0.040476400288852 -0.0558282743354031 -0.732321370690816 -0.836112175331633 -0.773101524821429 -0.600932264175765 -0.620355788665816 -0.600932264175765 -0.620355788665816 -0.694917859209184 -0.677426336392347 -0.694597662936224 -0.751833690215051 -0.798325916709184 -0.818279112908163 -0.65109030186199 -0.610425833240306 -0.724046087155612 -0.61349959767602 -0.600274809826275 -0.718490475765306 -0.222545825808673 0.0360382137913265 0.142429401875406 -0.699413168295663 -0.696726473912755 -0.76956529125 -0.694314518927551 -0.6803580612 -0.78604912494898 -0.0238396622303571 -0.168914575347832 -0.0850462848380867 -0.703109561068878 -0.799353075357143 -0.689404846813776 -0.78740310059949 -0.803635337372449 -0.735942384438775 -0.0167778610493112 -0.0997774465610969 0.00293652401732143 -0.6317569828625 -0.673917799546684 0.0883286687093878 -0.679278323637755 -0.678025758312755 0.180460663889796 -0.770504884821429 -0.782624320831633 -0.0121587278753342 -0.823865297193878 -0.823991408418367 0.147533706980564 0.0216677426573214 0.0168646176131633 -0.0175910559287245 -0.0116245003683418 -0.482703779359694 -0.0100548626237245 -0.149815525406097
"STANDING" 27 0.275223067435897 -0.0162554117217949 -0.105403810015385 -0.990276643846154 -0.972196177948718 -0.969969877692308 0.788037331794872 0.0657218505 0.219701605211973 -0.985853734871795 -0.982492101538462 -0.969254340641026 0.0767283254358974 0.00997154866282051 -0.00266551938307692 -0.991831534358974 -0.985056905 -0.990225417948718 -0.0324471173435897 -0.0765120463525641 0.0809994171153846 -0.987584196794872 -0.983939928846154 -0.977847181794872 -0.0966434086025641 -0.0395641430128205 -0.0530710005410256 -0.992694551282051 -0.993396012564103 -0.992933121025641 -0.980278693846154 -0.973689910897436 -0.980278693846154 -0.973689910897436 -0.990332891538461 -0.990626418974359 -0.966683888076923 -0.973304104615385 -0.994198412051282 -0.993732153205128 -0.990202906025641 -0.975155754871795 -0.978848418461538 -0.990398788205128 -0.971690637564103 -0.967165568461538 0.00478001959230769 0.134732177860513 0.152116918871795 -0.991782158076923 -0.985147330128205 -0.988521791666667 -0.992649861923077 -0.986093858717949 -0.990493986666667 0.236213708785897 0.00676465025 0.0872136405679487 -0.986118446282051 -0.985987914871795 -0.978988605384615 -0.988087790769231 -0.982843103974359 -0.979428019102564 -0.03968716295 -0.181307490739744 0.0413609363371795 -0.978168563846154 -0.974775499230769 0.249754052126923 -0.990108465769231 -0.990060928461538 0.370549653692308 -0.980589148974359 -0.97322665025641 -0.0527011371551282 -0.993693021410256 -0.993907993589744 0.282518126326923 0.00905547498038461 0.0296936869 0.0508252134051282 -0.0347642773782051 -0.609198822564103 0.0335919918205128 -0.143398014142308
"WALKING" 1 0.265696920582133 -0.0182981725176081 -0.10784573454611 -0.545795331328326 -0.367716218227378 -0.502645746562824 0.744867411573487 -0.0825562579855908 0.072339870389049 -0.959859435936599 -0.951150627458213 -0.925817590867435 0.0770930495126801 0.0165908438802305 -0.00910758730117003 -0.524721922818732 -0.470412403511239 -0.717322274881844 -0.0208764064320173 -0.0880722729400576 0.0862641666597983 -0.686555715201729 -0.450979810499568 -0.597496136795101 -0.0971120197265994 -0.0417164808293948 -0.0471393985477522 -0.637812687210375 -0.634472244550432 -0.664591977786455 -0.453632943768818 -0.497096402038329 -0.453632943768818 -0.497096402038329 -0.545431612066571 -0.515922167555159 -0.475404785802305 -0.499839593745821 -0.639517432642651 -0.652050770910663 -0.531895161258213 -0.406435448904438 -0.596411165253602 -0.553060616663401 -0.390150939647061 -0.498583091676081 -0.180558714010749 0.0576291646962536 0.0583692776609798 -0.547348892435764 -0.507343617969859 -0.695305113832853 -0.543979776127867 -0.466251676533372 -0.737861932680115 -0.0488005965884726 -0.21527915818415 -0.0964496376997118 -0.623219182311527 -0.505309434070029 -0.553529065425648 -0.708263420861671 -0.429825832648703 -0.650476162132565 -0.0320324102759078 -0.0901517235974063 -0.0180063943472334 -0.478448523354179 -0.589710231217867 0.142062162506138 -0.499075765624092 -0.541823079570029 0.200055179527839 -0.535002770337752 -0.566576670397695 0.0649309438160231 -0.645970655298847 -0.685811262634006 0.198031580056455 0.0376077057057925 0.00901810943544669 -0.0134509534112392 -0.0016303535815562 -0.535773765244957 0.122790250801441 -0.0390790177233429
"WALKING" 3 0.273428719636364 -0.017856067384956 -0.106492632429097 -0.623413602046921 -0.480015920697654 -0.653625579293255 0.707814353343108 -0.0260590480328739 0.0480937904190616 -0.966457565630499 -0.9445645371261 -0.926966278211144 0.0701731261988856 0.0144664329060411 -0.000526818872875366 -0.635484688041056 -0.55721186773783 -0.796066240234604 -0.0248490682828446 -0.0743565308442815 0.0866875497119062 -0.699262195705865 -0.76302218170088 -0.709483440322581 -0.0991554609633431 -0.0401923943695015 -0.0521178264170088 -0.689328428607038 -0.842659862111437 -0.743028500565982 -0.563140802770059 -0.591224780306452 -0.563140802770059 -0.591224780306452 -0.650182434328446 -0.607658214170381 -0.643150121648094 -0.674010290979472 -0.784056656246334 -0.80366136372434 -0.625733289873607 -0.501779938505279 -0.699656828592375 -0.623805015199413 -0.502753639795894 -0.657443765803519 -0.192817340495308 0.0389282523284457 0.00447261449052786 -0.645893496630499 -0.582949919157742 -0.780101644193548 -0.657844055881525 -0.559851186088408 -0.81080601659824 -0.0476941200470968 -0.236874240885924 -0.193657539305073 -0.642097719778592 -0.775144985073314 -0.670734708996481 -0.719276622702346 -0.758505287214076 -0.751008875659824 -0.102568067670674 -0.167675025582991 -0.0321862688221114 -0.579076453758064 -0.663079838985044 0.0770665587562757 -0.604752108072727 -0.615643694857361 0.11231984174566 -0.716822144279179 -0.703839403007038 -0.0846075231245126 -0.810085498651026 -0.810032718739003 0.0599628733252199 0.0140943888357038 0.0134500193845455 0.0359008263363636 -0.0192074752090909 -0.503323420175953 0.075626283568915 -0.0174901508665689
"WALKING" 5 0.279177960301325 -0.0154833455336192 -0.105661736816887 -0.507691011391722 -0.402724906078146 -0.646443640175497 0.698153719072848 0.112313109736755 0.0921607197449904 -0.964629108807947 -0.939973777950331 -0.94207867884106 0.0841019899622517 0.0017656830384106 -0.0029537113427351 -0.575890535679801 -0.506544358609603 -0.78456199486755 -0.0294516873643046 -0.0774316445596026 0.0866267116745033 -0.709955676983444 -0.705638306688742 -0.606589817380795 -0.103522877147351 -0.0490624519374172 -0.0506258160122517 -0.662581310334437 -0.774114270364238 -0.564680771249007 -0.460866415568709 -0.52162345171192 -0.460866415568709 -0.52162345171192 -0.589313870006622 -0.589031268133113 -0.602770284825828 -0.664078383532781 -0.707383517582782 -0.734187493344371 -0.55123770513245 -0.440232431795033 -0.696171811490066 -0.492829885748675 -0.422162171100331 -0.649351210748344 -0.226370689942053 0.0748636861897351 0.0062663175707947 -0.604769869438742 -0.550991969857417 -0.768762357980132 -0.584013626983444 -0.491500434303907 -0.798835563807947 -0.10292084499106 -0.27429092242043 -0.163706246351656 -0.632239300829801 -0.71706218781457 -0.537329127293278 -0.73573857718543 -0.702290390960265 -0.669353687483444 -0.0381646986649007 -0.0720666007195695 0.0744028987918874 -0.528503022745033 -0.594259529756954 0.0781455594845364 -0.573176177044172 -0.613485123609272 0.131619298935099 -0.677355755703311 -0.715731148145695 0.062219113935298 -0.748829309536424 -0.735610602483444 0.0307564556565894 -0.00911213827748344 -0.0152166119291391 -0.00953130166963576 -0.0233952550609272 -0.598120786887417 -0.0378727910794702 -0.0440818730005695
"WALKING" 6 0.269434151902542 -0.0163911123936864 -0.117900692084746 -0.647669170333475 -0.553142396078856 -0.789845077542373 0.670506153601695 0.0612321366461864 0.0584702778558475 -0.95651898940678 -0.952613166822034 -0.940646609533898 0.0866435091149576 0.00183060788194915 -0.000810930989618644 -0.667198721502542 -0.627357097410593 -0.871721440720339 -0.0342840234147034 -0.0772570116263983 0.104308754638941 -0.767068673052966 -0.761438068516949 -0.723490206153814 -0.0919680285336017 -0.0437656755737288 -0.0571513411507627 -0.739023005 -0.82004406309322 -0.70638507157161 -0.619147950475381 -0.626787109835169 -0.619147950475381 -0.626787109835169 -0.701327652220339 -0.659452354576271 -0.690488145614407 -0.722636443516102 -0.780046966228814 -0.79820274690678 -0.646620302652542 -0.578355099619068 -0.814738365169491 -0.649772161629703 -0.568609162121059 -0.793153623220339 -0.139166303662712 0.0503880064949576 0.0484582531687712 -0.677779817705085 -0.66059454675 -0.859603672415254 -0.686677797992797 -0.616329704501695 -0.882511909533898 -0.0295118597032627 -0.269652390936441 -0.113908219869915 -0.710060816508475 -0.761625061822034 -0.668113881479237 -0.786180311132627 -0.76410811809322 -0.770467456313559 -0.00638799606635593 -0.0908297418220339 0.0389196627572034 -0.631495453982373 -0.682816079716102 0.0867856673349576 -0.652860664036017 -0.669980860496186 0.12334013105 -0.73860950399661 -0.760907236300847 0.0355471964580509 -0.802472022627119 -0.807005713601695 0.0636448772440678 -0.00308253176317797 -0.00800535941949153 0.0822586829909322 -0.0451674383063559 -0.515171309957627 -0.0133259062199153 -0.0205599619629661
"WALKING_DOWNSTAIRS" 14 0.268742494553279 -0.0166371300659426 -0.0996007059877049 -0.493875900753279 -0.190356784144426 -0.0829789883191393 0.695710723688525 -0.165548427598361 -0.255499121995902 -0.933986522704918 -0.934878446827869 -0.903959498688525 0.0731636526834836 0.00468680247090164 -0.00109705214282787 -0.530799952657623 -0.459397679983197 -0.552000017954836 0.00779788388987705 -0.101356256508197 0.0483130820040984 -0.649305014086066 -0.216650778374795 -0.16936650962377 -0.109826852532898 -0.0439177837856107 -0.0418610459717213 -0.723150613606557 -0.60583333504918 -0.525451416913115 -0.29092762277541 -0.321676687545492 -0.29092762277541 -0.321676687545492 -0.487984706926639 -0.483221887802828 -0.245124405807746 -0.317377464295082 -0.608256767676639 -0.645034678692623 -0.503578578393852 -0.292774738243033 -0.272591149659836 -0.491090578268648 -0.194161740892213 -0.0598352898007787 -0.34885362172541 -0.164564952463934 -0.140595245544672 -0.547228392966803 -0.475602672016393 -0.502642372690574 -0.556172286909426 -0.479636522397131 -0.601003772988115 -0.205089412670902 -0.363010957721311 -0.304637150325 -0.6115221855 -0.355248774921516 -0.247597875968033 -0.66393820870082 -0.15091173901873 -0.225729073181148 -0.260353448080328 -0.35002956284918 -0.266167266894672 -0.33954605254918 -0.419458109257787 -0.0681966962434016 -0.472519023106762 -0.501922233672951 0.0840792967721311 -0.408328310255328 -0.377012934062787 -0.124434955842213 -0.632288075747377 -0.689381172221311 0.0665225837269672 0.0367238218627049 0.0224902545030328 -0.0662436837901639 0.0345030826617213 -0.417466336057377 0.195943598254098 0.195208619438525
"WALKING_DOWNSTAIRS" 15 0.27821340725 -0.016464484771311 -0.112563587594512 -0.556541173089329 -0.481679537956006 -0.705706623868902 0.688872511512195 0.102660491875 0.0372897701757012 -0.968733398628049 -0.956369493993902 -0.947240058048781 0.0776897411304878 0.00489392052706402 -0.00440993190077744 -0.624055782158537 -0.594312678045091 -0.825820881576219 -0.0281278780610671 -0.075878845519878 0.0906658516 -0.696859473045732 -0.708779069191463 -0.721826987530488 -0.0960910108539634 -0.0441270690182012 -0.0555645456881098 -0.731382711036585 -0.853956592073171 -0.795626198384146 -0.527285352000488 -0.557147874176037 -0.527285352000488 -0.557147874176037 -0.654799694757531 -0.625660376546646 -0.617721779796037 -0.675336960047866 -0.805282669512195 -0.837120078079268 -0.583772317445122 -0.507735205778384 -0.741745724698171 -0.547150855443902 -0.501568435233384 -0.711431340356707 -0.218637119967988 0.0505085375937378 0.0424519595017988 -0.643469519361585 -0.609408057377744 -0.805543465588415 -0.637655155092835 -0.605854882622652 -0.845111060762195 -0.0490273566650701 -0.197408729697561 -0.0737834470521341 -0.664354428856402 -0.760711411006098 -0.711194539920732 -0.709336168176829 -0.684504735744512 -0.751696527195122 -0.143256673841646 -0.222137469043902 -0.0579760577340244 -0.562948391223628 -0.623655618198171 0.0614279187379573 -0.614817605125915 -0.643101167069512 0.1584042182 -0.732394493841463 -0.695346839682927 -0.149680864646374 -0.83680189402439 -0.849634463841463 0.0955564233589329 0.0134188448537683 -0.0123872455271341 0.000727811597256099 0.00667519244222561 -0.522572017743902 -0.0283465809658537 -0.00396904339878049
"WALKING_DOWNSTAIRS" 16 0.277887440374317 -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.649947067892896 -0.603819902386066 0.700906130308743 -0.0605235993797814 0.0402075536234973 -0.971156432131148 -0.964727519945355 -0.945294028639344 0.0775488885374317 0.00884018328270219 -0.00143730005564208 -0.72786174352459 -0.735080198043716 -0.767873049380055 -0.0122341446725137 -0.0724444803980874 0.0730144651530055 -0.799534450491803 -0.810124133715847 -0.737629967961749 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.858298719153005 -0.86957312057377 -0.837039926065574 -0.616131116889044 -0.661719690491803 -0.616131116889044 -0.661719690491803 -0.725246870486339 -0.719647028238525 -0.718168775628415 -0.78482286579235 -0.860446372459016 -0.87480016568306 -0.700885147341803 -0.671572147098798 -0.660989948160437 -0.656969045058415 -0.661844530506831 -0.605646725307104 -0.238570460241803 -0.0276434719766667 0.0278234635724863 -0.744662041612022 -0.748627001551913 -0.752302172079235 -0.73477673661306 -0.738434398105465 -0.782089515344262 -0.0318889109278689 -0.194511969031749 -0.170592442202459 -0.789780147036612 -0.815962130027322 -0.756286641721311 -0.804991831502732 -0.809421448142077 -0.756993640724044 -0.137899091231284 -0.158018408842896 -0.0538946293731967 -0.666962508246721 -0.712680990765301 0.0558668214710383 -0.713167613706148 -0.729869398769672 0.221683632275519 -0.81712881920765 -0.802078223409836 -0.0501221341519126 -0.87277228273224 -0.886533212213115 0.153211239562049 -0.000582754422021858 0.020561870829235 -0.0263301018843443 0.0351066626505464 -0.514965036584699 0.125280842806284 -0.0344521193606011
"WALKING_DOWNSTAIRS" 17 0.277950050208333 -0.0138932613754167 -0.109786077604167 -0.992370654583333 -0.965205728333333 -0.976352307916667 0.901097859791667 -0.17504772675 -0.284880580416667 -0.986674910208333 -0.970555891666667 -0.973160545416667 0.0740394237708333 0.00607092773104167 -0.00478813832875 -0.993627979375 -0.987195772291667 -0.991061698958333 -0.026848276775 -0.07819643980625 0.0937536148541667 -0.985719333333333 -0.985762623125 -0.985666489166667 -0.099654922875 -0.0401207685420833 -0.0537865145708333 -0.992357467708333 -0.993025651041667 -0.993543291041667 -0.97810887125 -0.97465493875 -0.97810887125 -0.97465493875 -0.992407460833333 -0.991481431666667 -0.979459900833333 -0.980494326458333 -0.994575164583333 -0.99273415625 -0.992157217708333 -0.973701284375 -0.982664512083333 -0.992433994583333 -0.962714830416667 -0.974056181875 -0.02778538428125 0.0700889126375 0.162404006166667 -0.993660824583333 -0.9868704575 -0.989427028125 -0.994178642291667 -0.988578176875 -0.991258490416667 0.25766061329375 0.088375064625625 0.101435515354167 -0.985134202708333 -0.987405592708333 -0.986429749791667 -0.986027005208333 -0.984919989375 -0.986650575625 -0.0923221393895833 -0.0919220529166667 0.0666974241166667 -0.981396533333333 -0.974433710625 0.144284652020833 -0.991203280625 -0.990655515625 0.403466797916667 -0.985919111875 -0.98029209625 -0.0520602959791667 -0.993130339166667 -0.992490134583333 0.332245723416667 0.0206444268597917 -0.00842520879166667 0.0822404258958333 0.0706914490270833 -0.668131771041667 0.203311235916667 0.222593196
"WALKING_UPSTAIRS" 6 0.280179098426966 -0.0206949591117978 -0.110940029325843 -0.127000600558652 0.121465311011236 -0.361381608884045 0.736951892247191 -0.103190808202247 0.0184833048368539 -0.965208976741573 -0.946484614719101 -0.930654188651685 0.0674351008988764 -0.00310401228089888 -0.00609868840674157 -0.171553961355056 0.00409088203382023 -0.386900926617978 -0.067430938188764 -0.0529948418524719 0.0787625669280899 -0.35344952441573 -0.267781342044944 -0.272215022761798 -0.0589128557764045 -0.0500700364842697 -0.0433103259283146 -0.0342001184382022 -0.300014548011236 -0.0509923894251685 -0.0554082692382022 -0.104608866786517 -0.0554082692382022 -0.104608866786517 -0.153888888820225 -0.0879004446179775 -0.175624994910562 -0.201180788774157 -0.202676039247191 -0.23683550005236 -0.133757972988764 0.102003878820225 -0.336322224157303 -0.127245614919101 0.0592301040449438 -0.432409407539326 -0.330407854494382 0.0818782474368539 0.284312710910112 -0.2089562025 -0.0871500384348315 -0.352981568269663 -0.207095971672 0.0354678201573034 -0.419621473955056 -0.270896174822472 -0.400274190841573 -0.0656116522338202 -0.0788327637831461 -0.248795741449438 -0.0819830495561798 -0.445412804202247 -0.28620515505618 -0.414621153179775 0.1225045045 0.0845962063707865 0.265781058932584 -0.0562800368966292 -0.274171341966292 0.143609598123595 -0.0759734389325843 -0.11028850707236 -0.0235437494146067 -0.156240715516854 -0.382816980159551 0.286221526499775 -0.252582563561798 -0.270829337453146 0.130006026935955 -0.0423400323797753 0.00851374132921348 0.119026539662921 -0.107903208029213 -0.564420031460674 0.107396804719101 0.00868112920693258
"WALKING_UPSTAIRS" 7 0.270211697814935 -0.0187904887668182 -0.112492375388312 -0.577518324748052 -0.546403365345779 -0.456473642256981 0.681289120844156 -0.0420221452496753 0.0342160711928604 -0.956538178587662 -0.955312554090909 -0.923304724090909 0.0831829573168831 0.00760909767418831 -0.00791725696048701 -0.615131377408279 -0.622997416262013 -0.664336860544416 -0.0518716929407792 -0.0646077113078896 0.0977671721406169 -0.687155474097403 -0.652408657909091 -0.663340760331169 -0.0942037376182662 -0.0414401406082792 -0.0610307928148701 -0.701731200484416 -0.674920114957468 -0.750808705594156 -0.511312036747403 -0.510669879158539 -0.511312036747403 -0.510669879158539 -0.622815767680292 -0.550560230585714 -0.581899897967532 -0.598670795839286 -0.713191348337662 -0.658017844948377 -0.593011288564935 -0.563547785174026 -0.531005941495552 -0.572347541484091 -0.567046977262987 -0.460792123277305 -0.311790512382468 -0.0300713296399351 0.0146620852844481 -0.637521940243831 -0.641687333850227 -0.642515716574286 -0.626785744584416 -0.62853163071948 -0.684856438953896 -0.11978430017462 -0.239501714015909 -0.220260861049058 -0.643767578493507 -0.630419275006169 -0.655083354905844 -0.703883646896104 -0.671161922837662 -0.698949518905844 -0.134491772785779 -0.103884514547565 -0.0863412384825 -0.518323878824675 -0.583819796092208 -0.0106873745212792 -0.553360009658182 -0.550683254908442 0.108695730522532 -0.628877272791136 -0.650923648207792 -0.0352276334005552 -0.668879188156396 -0.668963362464935 0.0631920436939935 0.00269012793097403 -0.0101427330402597 0.0421957283409091 -0.0230124181622597 -0.525683267337662 0.108786539103896 -0.0334261884535714
"WALKING_UPSTAIRS" 8 0.270759063295374 -0.0181894974688612 -0.106809623683986 -0.582958863017438 -0.349383732046263 -0.499472687913167 0.647498175409253 0.0303211113118861 0.0836542406807936 -0.954256666035587 -0.94844645047331 -0.923180663601423 0.084215745375516 0.000860301581786477 -0.0196719912994306 -0.575993073911744 -0.458724925167972 -0.66835678475516 0.00359053897160142 -0.091077509832669 0.0640867611561922 -0.656219242281851 -0.570941237019217 -0.511392038012811 -0.104969855200356 -0.0400922240331673 -0.0582887148366548 -0.674984452240214 -0.683086930288968 -0.695970301754448 -0.468522592843416 -0.554038979266192 -0.468522592843416 -0.554038979266192 -0.534248616612028 -0.564471999961566 -0.476214943826192 -0.581422885341281 -0.673625525658363 -0.715838385516014 -0.581831414648399 -0.374944236206406 -0.550979388719929 -0.585343460535587 -0.378656458967972 -0.513206312959075 -0.216022261686477 0.0263297524124555 0.0913951982033452 -0.59163500910605 -0.495906215569395 -0.644285802406762 -0.598546245236655 -0.45636839585694 -0.691480916950178 0.0212336768810676 -0.169061574411388 -0.0826086104950178 -0.601382421248399 -0.575938482711388 -0.525562919047438 -0.675275353078292 -0.573087292172598 -0.553968587869751 -0.117102793715658 -0.153879695796192 -0.0430258806635231 -0.512106792856939 -0.651638076286121 0.146541439681957 -0.529244911130605 -0.618027414911032 0.271528870278648 -0.609984289180071 -0.636673891144128 -0.0232241525951918 -0.70215621546726 -0.755717299964413 0.223748693337011 0.0241015302255872 -0.0447760524743772 -0.0456562960846975 -0.014249245677758 -0.464037618576512 0.0469561517516014 -0.0596437771975801
"WALKING_UPSTAIRS" 11 0.27658531139557 -0.0191272531933228 -0.108941761642405 -0.58947649779557 -0.490379346996835 -0.665324314227848 0.730526184936709 0.0527387028613924 0.140209861246835 -0.975394457689873 -0.957138770727848 -0.956812000411392 0.0830134540658228 0.0078044254343038 -0.00657424975259494 -0.659323083055063 -0.608784226719937 -0.842511816044304 -0.0547328440272468 -0.0582275770813291 0.087284109682356 -0.739922126628797 -0.703501766487342 -0.725016008797468 -0.0805473309873418 -0.0493914065474684 -0.0480140167267405 -0.781738140601266 -0.868377254082279 -0.795490882468354 -0.542825032813608 -0.612882270912658 -0.542825032813608 -0.612882270912658 -0.679819504547468 -0.664241760370253 -0.628367851066456 -0.696771378957911 -0.826829028481013 -0.866905012626582 -0.619524028324684 -0.531455265662532 -0.750026145791139 -0.579491754749367 -0.502570240243354 -0.652095671108544 -0.224360420717722 0.0318551463759494 0.0502783009075316 -0.676672987166456 -0.632374688606013 -0.825559590221519 -0.672195644346519 -0.609444998247785 -0.858259630601266 -0.0874254925382278 -0.242572597206013 -0.0992296316156962 -0.709949332117089 -0.776852868955696 -0.708842979272152 -0.751758277167721 -0.670892713066772 -0.75596062835443 -0.111874925112848 -0.181778028186076 -0.0810951668035443 -0.611528074359177 -0.674470159009494 0.12725035020425 -0.656133473274684 -0.676925075857595 0.158363551858133 -0.757585939588608 -0.711267219682278 -0.10978179348269 -0.864827011392405 -0.879254016740506 0.11789211326962 8.83961393987335e-05 -0.0188972160509494 0.0506339693060127 -0.0350857284535127 -0.536003019462025 0.0016523954113924 -0.0769066678984177
"WALKING_UPSTAIRS" 14 0.274638681518987 -0.0150740054405063 -0.105264366677722 -0.975494321518987 -0.944189643417721 -0.943891439113924 0.599098975405063 0.0546109842746835 0.130135867455696 -0.963666510379747 -0.965538336582279 -0.952893375063291 0.0773017082381013 0.0036647518358481 -0.0069576409346962 -0.985306933037975 -0.978904104303797 -0.980713290253165 -0.023047440764557 -0.0773800849721519 0.0988407598607595 -0.973762051772152 -0.962039041139241 -0.967101618101266 -0.100542747126582 -0.0414738805316456 -0.054978679931519 -0.981309872025316 -0.982321302658228 -0.986841167088608 -0.954651726708861 -0.944706586962025 -0.954651726708861 -0.944706586962025 -0.982660079367089 -0.981714665063291 -0.945647504556962 -0.94746971556962 -0.98548876278481 -0.980252790253165 -0.977590046582278 -0.957021698227848 -0.959720590506329 -0.974837439746835 -0.941020529113924 -0.939615462658228 -0.227493608175949 -0.117621832434177 -0.0066894787 -0.985349748734177 -0.978897426202532 -0.97720619556962 -0.986653889746835 -0.980582625189873 -0.982966496835443 0.0256392015189873 -0.127279921607595 -0.0370931001316456 -0.969864989620253 -0.966022947974684 -0.968502550759494 -0.975138491898734 -0.96026162278481 -0.969622702911392 -0.182619256862025 -0.331243230308861 -0.0480449907531646 -0.958267383037975 -0.946119101012658 -0.0349621679848101 -0.981048938227848 -0.981486919873418 0.301430693355696 -0.959072824810127 -0.949080940126582 -0.182124389449367 -0.981054587341772 -0.980403827721519 0.165611493163291 0.0183505176512658 0.0221281053544304 -0.0103561702696203 0.00724069845443038 -0.423198364177215 0.0371898825316456 -0.106150341810127
